"paper_id","topic_id","topic_title","title","authors","year","venue","citation_count","decision_label","relevance_score","decision_method","source_api","external_id","url","pdf_url","pdf_downloaded","pdf_path","parsed","abstract_preview"
"1155","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Semi-Supervised Federated Peer Learning for Skin Lesion Classification","Tariq Bdair; Nassir Navab; Shadi Albarqouni","2022","Machine Learning for Biomedical Imaging","5","adjacent","0.45","llm","crossref","10.59275/j.melba.2022-8g82","https://doi.org/10.59275/j.melba.2022-8g82","","no","","yes","<jats:p>Globally, Skin carcinoma is among the most lethal diseases. Millions of people are diagnosed with this cancer ev"
"1156","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Private Semi-Supervised Federated Learning","Chenyou Fan; Junjie Hu; Jianwei Huang","2022","Proceedings of the Thirty-First International Joint Conference on Artificial Intelligence","16","adjacent","0.4","llm","crossref","10.24963/ijcai.2022/279","https://doi.org/10.24963/ijcai.2022/279","","no","","yes","<jats:p>We study a federated learning (FL) framework to effectively train models from scarce and skewly distributed labe"
"1157","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Semi-Supervised Federated Learning over Heterogeneous Wireless IoT Edge Networks: Framework and Algorithms","Abdullatif Albaseer; Mohamed Abdallah; Ala Al-Fuqaha; aiman Erbad; Octavia A. Dobre","2022","","0","exclude","0.0","llm","crossref","10.36227/techrxiv.19317632","https://doi.org/10.36227/techrxiv.19317632","","no","","no","<jats:p>&lt;p&gt;This work has been submitted to the IEEE for possible publication. Copyright may be transferred without"
"1158","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Addressing Class Variable Imbalance in Federated Semi-Supervised Learning","Zehui Dong; Wenjing Liu; Siyuan Liu; Xingzhi Chen","2023","Computer Science, Engineering and Applications","2","adjacent","0.4","llm","crossref","10.5121/csit.2023.130522","https://doi.org/10.5121/csit.2023.130522","","no","","yes","<jats:p>Federated Semi-supervised Learning (FSSL) combines techniques from both fields of federated and semi- supervised"
"1159","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","CroSSFed: Prototype-Guided Server-side Finetuning with Client-Server Reweighting for Cross-Domain Semi-Supervised Federated Learning","Romel Rudona; Pau-Choo Chung; Wei-Jong Yang","2026","","0","adjacent","0.4","llm","crossref","10.2139/ssrn.6225920","https://doi.org/10.2139/ssrn.6225920","","no","","yes","<jats:p>Semi-supervised Federated Learning is a form of distributed deep learning in which multiple data centers (client"
"1160","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","DeFSL: Debiased Federated Semi-supervised Learning via The Balanced Training Recipes","Heyu Huang; Ruijing Guo; Yining Qi; Haozhao Wang; Yichen Li; Yuhua Li; Ruixuan Li","2026","","0","adjacent","0.45","llm","crossref","10.2139/ssrn.6451025","https://doi.org/10.2139/ssrn.6451025","","no","","yes","<jats:p>Federated semi-supervised learning (FSSL) has emerged as an effective paradigm that balances privacy preservatio"
"1161","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Semi-supervised dictionary learning and Semi-supervised deep neural network","; Khanh-Hung Tran","","","0","exclude","0.0","llm","crossref","10.70675/42000ac0z65ebz4a00z9dd3z6af0c02d8611","https://doi.org/10.70675/42000ac0z65ebz4a00z9dd3z6af0c02d8611","","no","","no","<jats:title>Apprentissage semi-supervisé de dictionnaire et de réseaux de neurones profonds</jats:title>                "
"1162","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Ensemble multi-label learning in supervised and semi-supervised settings","; Ouadie Gharroudi","","","0","exclude","0.1","llm","crossref","10.70675/8ae2d22fz3354z4e1dzb301z3f0eacef67f9","https://doi.org/10.70675/8ae2d22fz3354z4e1dzb301z3f0eacef67f9","","no","","no","<jats:title>Apprentissage multi-label ensembliste dans le context supervisé et semi-supervisé</jats:title>              "
"1163","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","SemiDFL: A Semi-Supervised Paradigm for Decentralized Federated Learning","Xinyang Liu; Pengchao Han; Xuan Li; Bo Liu","2025","Proceedings of the AAAI Conference on Artificial Intelligence","2","adjacent","0.45","llm","crossref","10.1609/aaai.v39i18.34090","https://doi.org/10.1609/aaai.v39i18.34090","","no","","yes","<jats:p>Decentralized federated learning (DFL) realizes cooperative model training among connected clients without relyi"
"1164","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Semi-supervised learning in insurance : fairness and active learning","; François Hu","","","0","exclude","0.1","llm","crossref","10.70675/f9cec72az9beaz4c9bz9436z152694ee9162","https://doi.org/10.70675/f9cec72az9beaz4c9bz9436z152694ee9162","","no","","no","<jats:title>Apprentissage semi-supervisé en assurance : équité et apprentissage actif</jats:title>                 <jats"
"1165","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","A comprehensive survey on federated semi-supervised learning: applications, challenges, and future directions","Ahmet Alkılınç; Feyza Yıldırım Okay; İbrahim Kök; Suat Özdemir","2026","Cluster Computing","0","adjacent","0.45","llm","crossref","10.1007/s10586-026-06028-6","https://doi.org/10.1007/s10586-026-06028-6","","no","","yes","<jats:title>Abstract</jats:title>                   <jats:p>Federated Learning (FL) is a decentralized method for collab"
"1166","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","MedFedSSL: Semi-Supervised Federated Learning with Dual Consistency and Adaptive Distillation for Medical Imaging","Chenhao Ye","2025","Poster Volume Ⅲ  The 2025 Twenty-First International  Conference on Intelligent Computing July 26-29, 2025  Ningbo, China","0","adjacent","0.45","llm","crossref","10.65286/icic.v21i3.21007","https://doi.org/10.65286/icic.v21i3.21007","","no","","yes","<jats:p>Medical image analysis presents unique challenges due to limited labeled data, privacy concerns, and heterogeneo"
"1167","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","A non-linear semi-supervised learning framework for distance metric learning","; Ratthachat Chatpatanasiri","","","0","exclude","0.0","llm","crossref","10.58837/chula.the.2009.1658","https://doi.org/10.58837/chula.the.2009.1658","","no","","no","<jats:p>This dissertation consists of two main contributions. The first contribution focuses on developing a new framewo"
"1168","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","FedECG: A federated semi-supervised learning framework for electrocardiogram abnormalities prediction","Zuobin Ying; Guoyang Zhang; Zijie Pan; Chiawei Chu; Ximeng Liu","2023","Journal of King Saud University - Computer and Information Sciences","30","adjacent","0.4","llm","openalex","10.1016/j.jksuci.2023.101568","https://doi.org/10.1016/j.jksuci.2023.101568","https://doi.org/10.1016/j.jksuci.2023.101568","no","","yes","The soaring popularity of smart devices equipped with electrocardiograms (ECG) is driving a nationwide craze for predict"
"1169","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","FedTriNet: A Pseudo Labeling Method with Three Players for Federated Semi-supervised Learning","Liwei Che; Zewei Long; Jiaqi Wang; Yaqing Wang; Houping Xiao; Fenglong Ma","2021","2021 IEEE International Conference on Big Data (Big Data)","25","adjacent","0.4","llm","openalex","10.1109/bigdata52589.2021.9671374","https://doi.org/10.1109/bigdata52589.2021.9671374","","no","","yes","Federated Learning has shown great potentials for the distributed data utilization and privacy protection. Most existing"
"1170","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","A Survey towards Federated Semi-supervised Learning.","Yilun Jin; Xiguang Wei; Yang Liu; Qiang Yang","2020","arXiv (Cornell University)","20","exclude","0.0","llm","openalex","W3008176773","https://openalex.org/W3008176773","https://arxiv.org/pdf/2002.11545v1","no","","no","Federated Learning (FL) proposed in recent years has received significant attention from researchers in that it can brin"
"1171","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Uncertainty Minimization for Personalized Federated Semi-Supervised Learning","Yanhang Shi; Siguang Chen; Haijun Zhang","2022","IEEE Transactions on Network Science and Engineering","20","adjacent","0.45","llm","openalex","10.1109/tnse.2022.3226574","https://doi.org/10.1109/tnse.2022.3226574","","no","","yes","Since federated learning (FL) has been introduced as a decentralized learning technique with privacy preservation, stati"
"1172","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","FedSemi: An Adaptive Federated Semi-Supervised Learning Framework.","Zewei Long; Liwei Che; Yaqing Wang; Muchao Ye; Junyu Luo; Jinze Wu; Houping Xiao; Fenglong Ma","2020","arXiv (Cornell University)","14","adjacent","0.4","llm","openalex","W3113168817","https://openalex.org/W3113168817","https://arxiv.org/abs/2012.03292","yes","storage\pdfs\topic_3\paper_1172.pdf","yes","Federated learning (FL) has emerged as an effective technique to co-training machine learning models without actually sh"
"1173","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","FedCon: A Contrastive Framework for Federated Semi-Supervised Learning","Zewei Long; Jiaqi Wang; Yaqing Wang; Houping Xiao; Fenglong Ma","2021","arXiv (Cornell University)","13","adjacent","0.4","llm","openalex","10.48550/arxiv.2109.04533","https://doi.org/10.48550/arxiv.2109.04533","https://arxiv.org/pdf/2109.04533","yes","storage\pdfs\topic_3\paper_1173.pdf","yes","Federated Semi-Supervised Learning (FedSSL) has gained rising attention from both academic and industrial researchers, d"
"1174","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Combating Data Imbalances in Federated Semi-supervised Learning with Dual Regulators","Sikai Bai; Shuai Cheng Li; Weiming Zhuang; Jie Zhang; Kunlin Yang; Jun Hou; Shuai Yi; Shuai Zhang","2024","Proceedings of the AAAI Conference on Artificial Intelligence","15","exclude","0.0","llm","openalex","10.1609/aaai.v38i10.28974","https://doi.org/10.1609/aaai.v38i10.28974","https://ojs.aaai.org/index.php/AAAI/article/download/28974/29852","no","","no","Federated learning has become a popular method to learn from decentralized heterogeneous data. Federated semi-supervised"
"1175","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Dual Class-Aware Contrastive Federated Semi-Supervised Learning","Qi Guo; Di Wu; Yong Qi; Saiyu Qi","2024","IEEE Transactions on Mobile Computing","12","adjacent","0.45","llm","openalex","10.1109/tmc.2024.3474732","https://doi.org/10.1109/tmc.2024.3474732","","no","","yes","Federated semi-supervised learning (FSSL), facilitates labeled clients and unlabeled clients jointly training a global m"
"1176","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","FedSiam: Towards Adaptive Federated Semi-Supervised Learning","Zewei Long; Liwei Che; Yaqing Wang; Muchao Ye; Junyu Luo; Jinze Wu; Houping Xiao; Fenglong Ma","2020","arXiv (Cornell University)","10","adjacent","0.4","llm","openalex","10.48550/arxiv.2012.03292","https://doi.org/10.48550/arxiv.2012.03292","https://arxiv.org/pdf/2012.03292","yes","storage\pdfs\topic_3\paper_1176.pdf","yes","Federated learning (FL) has emerged as an effective technique to co-training machine learning models without actually sh"
"1177","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","Federated Semi-Supervised Learning with Class Distribution Mismatch","Zhiguo Wang; Xintong Wang; Ruoyu Sun; Tsung‐Hui Chang","2021","arXiv (Cornell University)","9","adjacent","0.4","llm","openalex","10.48550/arxiv.2111.00010","https://doi.org/10.48550/arxiv.2111.00010","https://arxiv.org/pdf/2111.00010","yes","storage\pdfs\topic_3\paper_1177.pdf","yes","Many existing federated learning (FL) algorithms are designed for supervised learning tasks, assuming that the local dat"
"1178","3","Robust Federated Learning with Noisy Labels: A Unified Perspective on Noise-Robust Learning in Distributed and Heterogeneous Environments","The HAM10000 dataset, a large collection of multi-source dermatoscopic images of common pigmented skin lesions","Philipp Tschandl; Cliff Rosendahl; Harald Kittler","2018","Scientific Data","3001","exclude","0.0","llm","openalex","10.1038/sdata.2018.161","https://doi.org/10.1038/sdata.2018.161","https://www.nature.com/articles/sdata2018161.pdf","no","","no","Training of neural networks for automated diagnosis of pigmented skin lesions is hampered by the small size and lack of "
